Filename,Original Path,New Path,Category,Phase,File Type,Status,Checksum
MODEL_CAPACITY_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\MODEL_CAPACITY_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\MODEL_CAPACITY_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,8bb0d0a87d18f8b930931720eb280357b6d35c8f1ed3481418edd7f4bb97e44f
MODEL_INTERPRETABILITY_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\MODEL_INTERPRETABILITY_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\MODEL_INTERPRETABILITY_REPORT.md,Documentation,N/A,md,Migrated,21dfd89f2f3b2b39fc036a6d17d173a04c2cdea7376f74d33634a91712e6566c
MODEL_INTERPRETABILITY_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\MODEL_INTERPRETABILITY_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\MODEL_INTERPRETABILITY_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,ad2d4b981f99274846970ca395ae406e66ee1c5868a6171b5fa9813917b9bcaa
OPTIMIZED_BASELINE.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\OPTIMIZED_BASELINE.md,d:\ProtLigGnn\docs\Research_Notes\OPTIMIZED_BASELINE.md,Documentation,N/A,md,Migrated,6ce396a40f33511a08e7e94fffdc32bcf407b9bcb018026c8f1619a3246a7128
OPTIMIZED_BASELINE.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\OPTIMIZED_BASELINE.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\OPTIMIZED_BASELINE.md.metadata.json,Metrics,N/A,json,Migrated,510e9cef007d1e89dfb500db6305a2a865e991b36f6b832f857c584d9600e565
optuna_history.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\optuna_history.png,d:\ProtLigGnn\artifacts\Figures\optuna_history.png,Figure,N/A,png,Migrated,ec7781ef898f067eb88d7cb6392e41bfa028ddbdc9d6a8a904d0b3a825ad6e08
optuna_importance.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\optuna_importance.png,d:\ProtLigGnn\artifacts\Figures\optuna_importance.png,Figure,N/A,png,Migrated,4a4b2d850ae978e45eb2fce1c369b8f0354753b0b13c3daa5091928858330a08
optuna_study.db,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\optuna_study.db,d:\ProtLigGnn\artifacts\Metrics\optuna_study.db,Metrics,N/A,db,Migrated,6e05acecaf49c7ab7393e37d20f38fc3fbcfbeda58e4fa74282c6a0b0c4a6c7b
PCC_Comparison.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PCC_Comparison.png,d:\ProtLigGnn\artifacts\Figures\PCC_Comparison.png,Figure,N/A,png,Migrated,72a666dab83665f4f6c3bb80cb48cc83ea63783209d7c18f9dd967bd3eeabbfb
PHASE2A_COMPLETION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2A_COMPLETION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE2A_COMPLETION_REPORT.md,Documentation,N/A,md,Migrated,5eec7b0b045253efd6f456252e853e47ba53ee0b565a34fbc946d421f2e7f3aa
PHASE2A_COMPLETION_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2A_COMPLETION_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE2A_COMPLETION_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,aba6384d97f665556213e971ba2ba959b0b032a9b86df5a44f414b3516bbc7e5
PHASE2_9_COMPLETION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_9_COMPLETION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE2_9_COMPLETION_REPORT.md,Documentation,N/A,md,Migrated,d0ca72c72787fcb8b80a78c8534c8a671b13ab592decf10387bebe00b722dcb7
PHASE2_9_COMPLETION_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_9_COMPLETION_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE2_9_COMPLETION_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,5f3f8e8d992448f9c28da34f8729d4b24bb75ef5bd4d6b01d4cf548a01dc4c67
PHASE2_9_IMPLEMENTATION_PLAN_V2.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_9_IMPLEMENTATION_PLAN_V2.md,d:\ProtLigGnn\docs\Research_Notes\PHASE2_9_IMPLEMENTATION_PLAN_V2.md,Documentation,N/A,md,Migrated,1f3f5bb5585b57563d897e4f79e1a0e423ce0b6c14449b3c37d96a69519d6853
PHASE2_9_IMPLEMENTATION_PLAN_V2.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_9_IMPLEMENTATION_PLAN_V2.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE2_9_IMPLEMENTATION_PLAN_V2.md.metadata.json,Metrics,N/A,json,Migrated,3d8945a4fdc6e4e7481da0a10471a9429d9c36f5f1bafdff8170cfb5274b0c3a
PHASE2_9_IMPLEMENTATION_PLAN_V2_1.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_9_IMPLEMENTATION_PLAN_V2_1.md,d:\ProtLigGnn\docs\Research_Notes\PHASE2_9_IMPLEMENTATION_PLAN_V2_1.md,Documentation,N/A,md,Migrated,f3f7081b670fe11dd2677e217fb67dd59057505f1caf7543079f7281a3b3655d
PHASE2_9_IMPLEMENTATION_PLAN_V2_1.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_9_IMPLEMENTATION_PLAN_V2_1.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE2_9_IMPLEMENTATION_PLAN_V2_1.md.metadata.json,Metrics,N/A,json,Migrated,25f61bf08aafb7be6d14a03b127672286748e0dc081e7eeb94515294b39684dc
PHASE2_CACHE_COMPLETION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_CACHE_COMPLETION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE2_CACHE_COMPLETION_REPORT.md,Documentation,N/A,md,Migrated,040cbaeee05829057a0e4ea685e4c0379934430472d870603e5fe72e0ce01769
PHASE2_CACHE_COMPLETION_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_CACHE_COMPLETION_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE2_CACHE_COMPLETION_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,2576b10ab7e8c7ba2e2e11cd1d62f648fceba5bc9e38bb68650aa1cb92a914de
PHASE2_PLAN_REVIEW.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_PLAN_REVIEW.md,d:\ProtLigGnn\docs\Research_Notes\PHASE2_PLAN_REVIEW.md,Documentation,N/A,md,Migrated,2440c6154af2817938b2d4604fe272968708bb68d4f31afb75da304cb1c6f2ef
PHASE2_PLAN_REVIEW.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE2_PLAN_REVIEW.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE2_PLAN_REVIEW.md.metadata.json,Metrics,N/A,json,Migrated,0c5d5521fec122426989a78f434dc85afd908ad86df18c84eece5292339e510e
PHASE3_1A_BENCHMARK_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_BENCHMARK_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_BENCHMARK_REPORT.md,Documentation,N/A,md,Migrated,a38baf94d8f722ac2477fbaa4b05a685c390865e579d91d586c69fee8a8f7ea5
PHASE3_1A_BENCHMARK_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_BENCHMARK_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_BENCHMARK_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,d3f4c543b0bc47a305b6bf84d0973457e2259d17361bd99452b86be82f4024b5
PHASE3_1A_CALIBRATION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_CALIBRATION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_CALIBRATION_REPORT.md,Documentation,N/A,md,Migrated,41b5511b397f4ef9fdb8535930d320e962e4cfc27ec16f9aea95ef576ed48f36
PHASE3_1A_CALIBRATION_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_CALIBRATION_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_CALIBRATION_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,99c01b9001fada76f186fc4e9fee6ed18fa5365a8538eedfee041c87bddaba38
PHASE3_1A_CERTIFICATION.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_CERTIFICATION.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_CERTIFICATION.md,Documentation,N/A,md,Migrated,1faa3cfd7fa32750ee26d59c52d477af4e9d99bbe662459ca77ca053fee5c642
PHASE3_1A_CERTIFICATION.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_CERTIFICATION.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_CERTIFICATION.md.metadata.json,Metrics,N/A,json,Migrated,4d637a595c03969fc4699a7e26dd8504077a1cf6b75692d0d5c8dbcde4607c64
PHASE3_1A_COMPLETION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_COMPLETION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_COMPLETION_REPORT.md,Documentation,N/A,md,Migrated,42c8b7840462aec09f9481b271ff3df85d756cc0682d970099927f54cb53f734
PHASE3_1A_COMPLETION_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_COMPLETION_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_COMPLETION_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,d9c2d60b87fcd8f956d92568d2cf37b174339865a4c069f27af00f7458983f0c
PHASE3_1A_ERROR_ANALYSIS.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_ERROR_ANALYSIS.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_ERROR_ANALYSIS.md,Documentation,N/A,md,Migrated,b43f69cb056a180e92f268dfaa8f7751c0735c0b34975005eff2d0612859c659
PHASE3_1A_ERROR_ANALYSIS.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_ERROR_ANALYSIS.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_ERROR_ANALYSIS.md.metadata.json,Metrics,N/A,json,Migrated,4acc2f73d9aecae8b899e2850ddb2db9c1282cd5afbfc99b430df7885593fd40
PHASE3_1A_FINAL_AUDIT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_FINAL_AUDIT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_FINAL_AUDIT.md,Documentation,N/A,md,Migrated,160fb09a984a04118be29f9b6d30be382b30d77ca9694e87df39be4116ec54fc
PHASE3_1A_FINAL_AUDIT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_FINAL_AUDIT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_FINAL_AUDIT.md.metadata.json,Metrics,N/A,json,Migrated,5838253cefa23694e058b25b329a06321aa6123307252f9078af07937b3f974d
PHASE3_1A_PROMOTION_DECISION.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_PROMOTION_DECISION.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_PROMOTION_DECISION.md,Documentation,N/A,md,Migrated,ce015a5508bcc58e9402bc700a30578712a2756aba985da1c3e8e3916827978f
PHASE3_1A_PROMOTION_DECISION.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_PROMOTION_DECISION.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_PROMOTION_DECISION.md.metadata.json,Metrics,N/A,json,Migrated,9acb85ddb2c29af2cc34cdd6194d7339765a6ef90e86507953e171e23ca726e9
PHASE3_1A_READINESS_CERTIFICATE.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_READINESS_CERTIFICATE.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_READINESS_CERTIFICATE.md,Documentation,N/A,md,Migrated,0fe7d92187f2696fd7723a243164368d822742fb6394d363b6b01f389e0ef8d0
PHASE3_1A_READINESS_CERTIFICATE.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_READINESS_CERTIFICATE.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_READINESS_CERTIFICATE.md.metadata.json,Metrics,N/A,json,Migrated,9c8ed0bfcd76c59cb06e88fb181f12b578e993487fa3a495b26a6b855676a98f
PHASE3_1A_RESULTS_SUMMARY.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_RESULTS_SUMMARY.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_RESULTS_SUMMARY.md,Documentation,N/A,md,Migrated,9efd409021e6c31628e46b9d467a90a04f081faae859df01fcd9eb0729960dab
PHASE3_1A_RESULTS_SUMMARY.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_RESULTS_SUMMARY.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_RESULTS_SUMMARY.md.metadata.json,Metrics,N/A,json,Migrated,19143e107c5a80cee9be42100cc5681fc5ec97f9ba647de918a7415d481429cb
PHASE3_1A_STATISTICAL_ANALYSIS.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_STATISTICAL_ANALYSIS.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1A_STATISTICAL_ANALYSIS.md,Documentation,N/A,md,Migrated,f8193441b9dd1f1e935379ff1a2fa2fa499f42e49f0c255cb7953b51a25687da
PHASE3_1A_STATISTICAL_ANALYSIS.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1A_STATISTICAL_ANALYSIS.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\PHASE3_1A_STATISTICAL_ANALYSIS.md.metadata.json,Metrics,N/A,json,Migrated,ae4eeab8ceb085f2befe8896a062b650b9119b8ceb704a9d0a66d76ba06e23cb
PHASE3_1C_COMPUTATIONAL_PROFILE_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_COMPUTATIONAL_PROFILE_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_COMPUTATIONAL_PROFILE_REPORT.md,Documentation,N/A,md,Migrated,bb68020feb18a2f8efacbd4f82e06b28aec8b35c0cdd271756ec63eca1b07e51
PHASE3_1C_ERROR_ANALYSIS_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_ERROR_ANALYSIS_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_ERROR_ANALYSIS_REPORT.md,Documentation,N/A,md,Migrated,ecb96f7c501346d09bc5f59aced36b1b1877d9fb55598c73f327e096a7555fbd
PHASE3_1C_INTERACTION_ANALYSIS_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_INTERACTION_ANALYSIS_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_INTERACTION_ANALYSIS_REPORT.md,Documentation,N/A,md,Migrated,94888bfe04cf9335c0d4e7e6397b220539142365896c73d92b2315304cd311bf
PHASE3_1C_OFFICIAL_BENCHMARK_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_OFFICIAL_BENCHMARK_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_OFFICIAL_BENCHMARK_REPORT.md,Documentation,N/A,md,Migrated,7f24111371ad3b199a4a40fa021e07805adf34730a0c43aab66b18ad0b29fd66
PHASE3_1C_OFFICIAL_EXPERIMENT_CERTIFICATION.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_OFFICIAL_EXPERIMENT_CERTIFICATION.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_OFFICIAL_EXPERIMENT_CERTIFICATION.md,Documentation,N/A,md,Migrated,8234d6c62135d05a91554d39597f3fd9b24d0d47d4ff428dd2ce593383469d57
PHASE3_1C_PRE_BENCHMARK_VALIDATION.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_PRE_BENCHMARK_VALIDATION.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_PRE_BENCHMARK_VALIDATION.md,Documentation,N/A,md,Migrated,18670068eaaf0556c3ad6db7062f486689b77c904b9853239924ff04a0780f70
PHASE3_1C_PROMOTION_DECISION.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_PROMOTION_DECISION.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_PROMOTION_DECISION.md,Documentation,N/A,md,Migrated,94674d7bf5b1671fffc87c3240e5ef8b54a246e853d93b520e55d60248673db6
PHASE3_1C_READINESS_CERTIFICATE.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_READINESS_CERTIFICATE.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_READINESS_CERTIFICATE.md,Documentation,N/A,md,Migrated,f742e9a584e7202aae8714877421f615269d0e4d65d6f55153870dfc8c9480b7
PHASE3_1C_REPRESENTATION_ANALYSIS_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_REPRESENTATION_ANALYSIS_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_REPRESENTATION_ANALYSIS_REPORT.md,Documentation,N/A,md,Migrated,e3e4519f1b25c73834e39121b84a362d56068867b61d4d06886dd08259904b9a
PHASE3_1C_RESULTS_SUMMARY_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_RESULTS_SUMMARY_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_RESULTS_SUMMARY_REPORT.md,Documentation,N/A,md,Migrated,539015cad215a849996ef9504b51f3a6bb7e43cf4a1d73482cc6df12ea890fe6
PHASE3_1C_SCIENTIFIC_AUDIT_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_SCIENTIFIC_AUDIT_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_SCIENTIFIC_AUDIT_REPORT.md,Documentation,N/A,md,Migrated,841b4f066396885177605b128f63885927533ece8393d24933d34cb4f1789dd0
PHASE3_1C_STATISTICAL_ANALYSIS_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_1C_STATISTICAL_ANALYSIS_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_1C_STATISTICAL_ANALYSIS_REPORT.md,Documentation,N/A,md,Migrated,bea61979ad90a78f577dcaa36c75f40034bd9e97bbedc401ef538d588a0c0218
PHASE3_2_CONSISTENCY_AUDIT_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_2_CONSISTENCY_AUDIT_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_2_CONSISTENCY_AUDIT_REPORT.md,Documentation,N/A,md,Migrated,779f6ed629a580bb57552899df68ddde4f305ea62451b7c591bdccb022af9ace
PHASE3_2_CONTACT_AUDIT_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_2_CONTACT_AUDIT_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_2_CONTACT_AUDIT_REPORT.md,Documentation,N/A,md,Migrated,875b3bad8131acb0cbafbb1ff256fe767ded32e5478cb2d1499271bfc829f239
PHASE3_2_FINAL_CERTIFICATION.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_2_FINAL_CERTIFICATION.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_2_FINAL_CERTIFICATION.md,Documentation,N/A,md,Migrated,1212044c790dd5d8c2940151b4e7c029d574db9f50e5098bf2749763be843a5b
PHASE3_2_IMPLEMENTATION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_2_IMPLEMENTATION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_2_IMPLEMENTATION_REPORT.md,Documentation,N/A,md,Migrated,aa13c37e58fb8cc7b336fdf5607c0acdda43c49cfd6dfb3c75c5f4cf56ad4f09
PHASE3_2_METRIC_VERIFICATION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_2_METRIC_VERIFICATION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_2_METRIC_VERIFICATION_REPORT.md,Documentation,N/A,md,Migrated,4cac5363b287d85f6e0994798cec1291d048ffb7821b8d34c01cb2a84a80cd8a
PHASE3_2_READINESS_CERTIFICATE.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_2_READINESS_CERTIFICATE.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_2_READINESS_CERTIFICATE.md,Documentation,N/A,md,Migrated,2599c50b82739692cb4406c1f6d4bb51602d8016b6f24b1b9cb04f7149990b49
PHASE3_2_REPORT_GENERATION_TRACE.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_2_REPORT_GENERATION_TRACE.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_2_REPORT_GENERATION_TRACE.md,Documentation,N/A,md,Migrated,7e8a6e06267b024914a930bfad39e62bddc1d31d2bd9e9ad292ce0a6ad2ff6d3
PHASE3_2_SOFTWARE_AUDIT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_2_SOFTWARE_AUDIT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_2_SOFTWARE_AUDIT.md,Documentation,N/A,md,Migrated,4068dbf910f89e9fed347ebfd2d08d0aeb3193ba9505a43f466e134313966b56
PHASE3_2_VALIDATION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PHASE3_2_VALIDATION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PHASE3_2_VALIDATION_REPORT.md,Documentation,N/A,md,Migrated,b91228a57e6283b2949198df216d2e890b42fc884a6650115826d038a5e2b6f2
prediction_histogram.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\prediction_histogram.png,d:\ProtLigGnn\artifacts\Figures\prediction_histogram.png,Figure,N/A,png,Migrated,1da10b06e3dc4abec5da7cb4b937613a2389a56405fa03b46979eaad6d0aba76
prediction_scatter.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\prediction_scatter.png,d:\ProtLigGnn\artifacts\Figures\prediction_scatter.png,Figure,N/A,png,Migrated,00bae93d569607e687b6dd2f8a67bb565a64bbc992fa1f4f1dd43338f3a7e7c7
Prediction_vs_True.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\Prediction_vs_True.png,d:\ProtLigGnn\artifacts\Figures\Prediction_vs_True.png,Figure,N/A,png,Migrated,15b219997c22cf4e4dd2b01eb9a18937fc37d27a9178a8f0ca194040e48e76fe
PRE_BENCHMARK_VALIDATION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\PRE_BENCHMARK_VALIDATION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\PRE_BENCHMARK_VALIDATION_REPORT.md,Documentation,N/A,md,Migrated,93f36bf1e880ab5f5f125d87b3ae780e92e03589d2aab6639e965e81c57c2d1d
